"Accident.Number","Date.and.Time","Number.of.Motor.Vehicles","Number.of.Injuries","Number.of.Fatalities","Property.Damage","Hit.and.Run","Collision.Type.Description","Weather.Description","Illumination.Description","Street.Address","City","Precinct","Latitude","Longitude","HarmfulDescriptions","Zip.Code","Year","Month","Season","Hour","Weekday","DayType","Accident","Fatality_category"
9.97031090822896e-314,2018-02-10 04:18:00,2,1,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","THOMPSON LN & FOSTER AV","NASHVILLE","SOUTH",36.11079,-86.74296,"MOTOR VEHICLE IN TRANSPORT","37211","2018","February","Winter","04","Saturday","Weekend","Injuries","No Fatalities"
9.97031092552126e-314,2018-02-10 06:01:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","THOMPSON PL & PATRICIA DR","NASHVILLE","HERMIT",36.1272,-86.70724,"MOTOR VEHICLE IN TRANSPORT","37217","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97031093046191e-314,2018-02-09 06:00:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","LUNN DR & PHIPPS DR","NASHVILLE","NORTH",36.2189,-86.84439,"PARKED MOTOR VEHICLE;OTHER TYPE NON-MOTORIST;Motor Vehicle-In-Motion Outside Trafficw","37218","2018","February","Winter","06","Friday","Weekday","No Injuries","No Fatalities"
9.97031094824828e-314,2018-02-10 06:24:00,2,0,0,NA,"Y","UNKNOWN","RAIN","DARK - LIGHTED","NEILL AV & SMILEY ST","NASHVILLE","EAST",36.17974,-86.75985,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37206","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97031095565926e-314,2018-02-10 06:29:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & HILLS LN","OLD HICKORY","HERMIT",36.20504,-86.62221,"UTILITY POLE","37138","2018","February","Winter","06","Saturday","Weekend","Injuries","No Fatalities"
9.97031098876166e-314,2018-02-10 07:05:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","OCALA DR & BROOK VIEW ESTATES DR","NASHVILLE","SOUTH",36.05022,-86.69663,"","37211","2018","February","Winter","07","Saturday","Weekend","No Injuries","No Fatalities"
9.97031101593527e-314,2018-02-10 07:42:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 54 4 I 24","NASHVILLE","SOUTH",36.10192,-86.71311,"GUARDRAIL FACE","37211","2018","February","Winter","07","Saturday","Weekend","Injuries","No Fatalities"
9.97031105447239e-314,2018-02-10 08:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","NASHBORO BLVD & LONGHUNTER CT","NASHVILLE","HERMIT",36.08977,-86.64166,"TREE;Ran Off Road-Left","37217","2018","February","Winter","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97031105546052e-314,2018-02-10 08:21:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 53 5 I 24","NASHVILLE","SOUTH",36.11241,-86.72348,"CONCRETE TRAFFIC BARRIER","37210","2018","February","Winter","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97031105595459e-314,2018-02-10 08:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","WOODLAND ST & S 7TH ST","NASHVILLE","EAST",36.17306,-86.76156,"UTILITY POLE","37206","2018","February","Winter","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97031106534183e-314,2018-02-10 08:31:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","CLOISTER DR & VAUGHNS GAP RD","NASHVILLE","WEST",36.08813,-86.8858,"OTHER OBJECT (NOT FIXED);Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE","37205","2018","February","Winter","08","Saturday","Weekend","Injuries","No Fatalities"
9.97031106781216e-314,2018-02-10 08:33:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 211 5 I 40","NASHVILLE","HERMIT",36.15111,-86.75051,"MOTOR VEHICLE IN TRANSPORT","37210","2018","February","Winter","08","Saturday","Weekend","No Injuries","No Fatalities"
9.97031106830623e-314,2018-02-10 08:30:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 212 8 I 40","NASHVILLE","HERMIT",36.14189,-86.73485,"WALL","37210","2018","February","Winter","08","Saturday","Weekend","Injuries","No Fatalities"
9.97031108214007e-314,2018-02-10 08:51:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 56 7 I 24","NASHVILLE","SOUTH",36.07302,-86.69191,"WALL;Ran Off Road-Right","37211","2018","February","Winter","08","Saturday","Weekend","Injuries","No Fatalities"
9.97031108757479e-314,2018-02-10 08:57:00,2,2,0,NA,"N","OTHER","RAIN","DARK - LIGHTED","MURFREESBORO PKE & MOUNTAIN SPRINGS RD","ANTIOCH","SOUTH",36.04784,-86.61205,"MOTOR VEHICLE IN TRANSPORT","37013","2018","February","Winter","08","Saturday","Weekend","Injuries","No Fatalities"
9.97031109795017e-314,2018-02-10 09:20:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","RUSSLEO DR & CHARLOTTE PKE","NASHVILLE","WEST",36.14014,-86.87923,"OTHER OBJECT (NOT FIXED)","37209","2018","February","Winter","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97031110931368e-314,2018-02-10 06:00:00,2,0,0,NA,"Y","UNKNOWN","RAIN","DARK - NOT LIGHTED","3260 HINKLE DR","NASHVILLE","NORTH",36.18321,-86.83885,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37218","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97031112018312e-314,2018-02-10 09:40:00,2,1,0,NA,"Y","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","UNA ANTIOCH PKE & MURFREESBORO PKE","ANTIOCH","SOUTH",36.08619,-86.64908,"MOTOR VEHICLE IN TRANSPORT;UTILITY POLE","37013","2018","February","Winter","09","Saturday","Weekend","Injuries","No Fatalities"
9.97031113105257e-314,2018-02-10 09:45:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","OLD HICKORY BLVD & I40 E ENT RAMP","HERMITAGE","HERMIT",36.16955,-86.60098,"GUARDRAIL FACE","37076","2018","February","Winter","09","Saturday","Weekend","No Injuries","No Fatalities"
9.97031114538047e-314,2018-02-10 10:00:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - NOT LIGHTED","MM 38 6 I 24","WHITES CREEK","NORTH",36.30229,-86.81233,"MOTOR VEHICLE IN TRANSPORT","37189","2018","February","Winter","10","Saturday","Weekend","No Injuries","No Fatalities"
9.9703111478508e-314,2018-02-10 09:35:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","HAYWOOD LN & HAYWOOD CTN","NASHVILLE","SOUTH",36.06843,-86.70852,"OTHER OBJECT (NOT FIXED);Cross Center Line","37211","2018","February","Winter","09","Saturday","Weekend","Injuries","No Fatalities"
9.97031124024107e-314,2018-02-10 12:12:00,2,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 198 2 I 40","NASHVILLE","WEST",36.10108,-86.93441,"MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER","37221","2018","February","Winter","12","Saturday","Weekend","Injuries","No Fatalities"
9.97031125209865e-314,2018-02-10 12:31:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","BRILEY PKWYS & BRILEY PKWYN","NASHVILLE","NORTH",36.17222,-86.86936,"CONCRETE TRAFFIC BARRIER","37218","2018","February","Winter","12","Saturday","Weekend","No Injuries","No Fatalities"
9.97031125259271e-314,2018-02-10 12:33:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","I40 W EXT RAMP & I 40","NASHVILLE","CENTRA",36.14436,-86.69315,"","37203","2018","February","Winter","12","Saturday","Weekend","No Injuries","No Fatalities"
9.97031126049776e-314,2018-02-10 12:50:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DAWN","MM 196 0 I 40","NASHVILLE","WEST",36.07837,-86.96219,"MOTOR VEHICLE IN TRANSPORT","37221","2018","February","Winter","12","Saturday","Weekend","No Injuries","No Fatalities"
9.97031131583312e-314,2018-02-09 07:30:00,1,0,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","ROSEBANK AV & DALEBROOK LN","NASHVILLE","EAST",36.18653,-86.72037,"FENCE;MAIL BOX","37206","2018","February","Winter","07","Friday","Weekday","No Injuries","No Fatalities"
9.97031133707794e-314,2018-02-10 06:00:00,2,0,0,NA,"Y","UNKNOWN","RAIN","UNKNOWN","PETWAY AV & GALLATIN AV","NASHVILLE","EAST",36.18673,-86.74777,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37206","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97031138747264e-314,2018-02-10 06:00:00,2,0,0,NA,"Y","ANGLE","RAIN","DAYLIGHT","LONG BLVD & BURNS AVE","NASHVILLE","MIDTOW",36.1438,-86.82069,"MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","37203","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97031140180054e-314,2018-02-10 06:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DAYLIGHT","MM 203 3 I 40","NASHVILLE","WEST",36.15038,-86.86833,"EMBANKMENT ROCK/STONE/CONCRETE","37209","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97028876717111e-314,2018-01-28 00:18:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","11TH AVN & JEFFERSON ST","NASHVILLE","NORTH",36.17183,-86.79781,"PEDESTRIAN","37208","2018","January","Winter","00","Sunday","Weekend","Injuries","No Fatalities"
9.97028877309989e-314,2018-01-28 00:24:00,2,3,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","BELLE FOREST SHOPPING CENTER P & OLD HIC","NASHVILLE","WEST",36.07547,-86.92097,"MOTOR VEHICLE IN TRANSPORT","37205","2018","January","Winter","00","Sunday","Weekend","Injuries","No Fatalities"
9.97028878989813e-314,2018-01-28 00:18:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","BROADWAY & 4TH AVN","NASHVILLE","CENTRA",36.1612,-86.77677,"MOTOR VEHICLE IN TRANSPORT","37203","2018","January","Winter","00","Sunday","Weekend","No Injuries","No Fatalities"
9.97028879632098e-314,2018-01-28 00:45:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","HIGHWAY 70S & BELLE FOREST SHOPPING CENT","NASHVILLE","WEST",36.07501,-86.91931,"MOTOR VEHICLE IN TRANSPORT","37205","2018","January","Winter","00","Sunday","Weekend","No Injuries","No Fatalities"
9.97028879829724e-314,2018-01-28 01:00:00,2,1,0,NA,"Y","HEAD-ON","RAIN","DARK - NOT LIGHTED","1000 RURAL HILL RD","ANTIOCH","SOUTH",36.05446,-86.65286,"MOTOR VEHICLE IN TRANSPORT","37013","2018","January","Winter","01","Sunday","Weekend","Injuries","No Fatalities"
9.97028881064888e-314,2018-01-27 06:00:00,2,0,0,NA,"N","ANGLE","RAIN","Dark-Unknown Lighting","CHURCH STE & CLOVERLAND DR","BRENTWOOD","MIDTOW",36.03256,-86.76873,"MOTOR VEHICLE IN TRANSPORT","37027","2018","January","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
9.97028882151833e-314,2018-01-28 00:54:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","NOLENSVILLE PKE & ELYSIAN FIELDS CT","NASHVILLE","SOUTH",36.08708,-86.73043,"PARKED MOTOR VEHICLE","37211","2018","January","Winter","00","Sunday","Weekend","No Injuries","No Fatalities"
9.97028882843525e-314,2018-01-28 01:24:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - NOT LIGHTED","0 I 40","NASHVILLE","HERMIT",36.15412,-86.83668,"MOTOR VEHICLE IN TRANSPORT","37210","2018","January","Winter","01","Sunday","Weekend","No Injuries","No Fatalities"
9.9702888694427e-314,2018-01-28 00:33:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","BELL RD & STEWARTS FERRY PKE","NASHVILLE","HERMIT",36.1506,-86.62533,"MOTOR VEHICLE IN TRANSPORT","37214","2018","January","Winter","00","Sunday","Weekend","No Injuries","No Fatalities"
9.97028887734775e-314,2018-01-28 02:10:00,2,1,0,NA,"N","SIDESWIPE - OPPOSITE DIRECTION","RAIN","DARK - LIGHTED","BRITISH WOODS DR & MURFREESBORO PKE","NASHVILLE","SOUTH",36.09124,-86.65128,"MOTOR VEHICLE IN TRANSPORT;SHRUBBERY;Ran Off Road-Left","37217","2018","January","Winter","02","Sunday","Weekend","Injuries","No Fatalities"
9.97028891884926e-314,2018-01-28 02:40:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 7 1 I 440","NASHVILLE","SOUTH",36.12483,-86.73479,"CONCRETE TRAFFIC BARRIER","37210","2018","January","Winter","02","Sunday","Weekend","Injuries","No Fatalities"
9.97028894157628e-314,2018-01-28 01:43:00,2,0,0,NA,"Y","OTHER","RAIN","DARK - LIGHTED","THOMPSON LN & LOUISE DR","NASHVILLE","MIDTOW",36.11106,-86.74736,"MOTOR VEHICLE IN TRANSPORT","37211","2018","January","Winter","01","Sunday","Weekend","No Injuries","No Fatalities"
9.97028897418461e-314,2018-01-28 03:48:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","NEELYS BEND RD & GALLATIN PKES","MADISON","MADISO",36.25619,-86.71439,"MOTOR VEHICLE IN TRANSPORT","37115","2018","January","Winter","03","Sunday","Weekend","No Injuries","No Fatalities"
9.97028897714901e-314,2018-01-28 03:48:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","NOLENSVILLE PKE & ZOO RD","NASHVILLE","MIDTOW",36.08993,-86.73357,"PEDESTRIAN","37211","2018","January","Winter","03","Sunday","Weekend","Injuries","No Fatalities"
9.97028901519206e-314,2018-01-28 04:45:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & THE RESERVE PVTDR","NASHVILLE","WEST",36.09204,-86.92247,"CURB;DITCH","37221","2018","January","Winter","04","Sunday","Weekend","No Injuries","No Fatalities"
9.9702890290259e-314,2018-01-28 05:01:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MM 214 9 I 40","NASHVILLE","HERMIT",36.14424,-86.69706,"PAVED SURFACE-IRREGULAR","37217","2018","January","Winter","05","Sunday","Weekend","No Injuries","No Fatalities"
9.97028907299774e-314,2018-01-28 05:39:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","MARRIOTT DR & BRILEY PKWY N EXT RAMP","NASHVILLE","HERMIT",36.15135,-86.68998,"UTILITY POLE","37214","2018","January","Winter","05","Sunday","Weekend","No Injuries","No Fatalities"
9.97028909671289e-314,2018-01-28 05:20:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","DONELSON PKE & DONELSON PKE S ENT RAMP","NASHVILLE","HERMIT",36.12725,-86.66525,"GUARDRAIL FACE","37214","2018","January","Winter","05","Sunday","Weekend","No Injuries","No Fatalities"
9.97028910165355e-314,2018-01-28 01:55:00,2,0,0,NA,"Y","Rear to Side","RAIN","DARK - LIGHTED","4424 LEBANON PKE","HERMITAGE","HERMIT",36.21512,-86.59767,"MOTOR VEHICLE IN TRANSPORT","37076","2018","January","Winter","01","Sunday","Weekend","No Injuries","No Fatalities"
9.97028913080342e-314,2018-01-28 06:31:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","ROSA L PARKS BLVD & I65 S EXT RAMP","NASHVILLE","NORTH",36.18611,-86.79837,"MOTOR VEHICLE IN TRANSPORT","37208","2018","January","Winter","06","Sunday","Weekend","No Injuries","No Fatalities"
9.97028915402451e-314,2018-01-28 06:50:00,2,1,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","HARDING PL & SHADESCREST DR","NASHVILLE","MIDTOW",36.07706,-86.73664,"MOTOR VEHICLE IN TRANSPORT","37211","2018","January","Winter","06","Sunday","Weekend","Injuries","No Fatalities"
9.9702891742812e-314,2018-01-28 07:10:00,2,0,0,NA,"Y","Front to Rear","RAIN","DARK - LIGHTED","S 5TH ST & SHELBY AV","NASHVILLE","EAST",36.1676,-86.76222,"MOTOR VEHICLE IN TRANSPORT","37206","2018","January","Winter","07","Sunday","Weekend","No Injuries","No Fatalities"
9.97028922665216e-314,2018-01-28 07:55:00,2,0,0,NA,"Y","ANGLE","RAIN","DARK - LIGHTED","BROADWAY & 5TH AVS","NASHVILLE","CENTRA",36.16059,-86.77818,"MOTOR VEHICLE IN TRANSPORT","37203","2018","January","Winter","07","Sunday","Weekend","No Injuries","No Fatalities"
9.97028924690885e-314,2018-01-28 08:13:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","BELL RD & CEDAR POINTE PKWY","ANTIOCH","SOUTH",36.04496,-86.66508,"MOTOR VEHICLE IN TRANSPORT","37013","2018","January","Winter","08","Sunday","Weekend","No Injuries","No Fatalities"
9.97028925580203e-314,2018-01-28 08:20:00,1,1,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","MM 51 5 I 24","NASHVILLE","HERMIT",36.13993,-86.72785,"WALL","37210","2018","January","Winter","08","Sunday","Weekend","Injuries","No Fatalities"
9.97028926074269e-314,2018-01-28 08:30:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","OLD HICKORY BLVD & CHICKERING WOOD DR","NASHVILLE","WEST",36.04797,-86.86515,"DITCH;MAIL BOX","37215","2018","January","Winter","08","Sunday","Weekend","No Injuries","No Fatalities"
9.97028927408246e-314,2018-01-28 08:39:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","NEWSOM STATION RD & MCCRORY LN","NASHVILLE","WEST",36.07882,-87.02115,"GUARDRAIL FACE","37221","2018","January","Winter","08","Sunday","Weekend","No Injuries","No Fatalities"
9.97028928396377e-314,2018-01-28 08:52:00,2,0,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","BELL RD & CANE RIDGE RD","ANTIOCH","SOUTH",36.04478,-86.66173,"MOTOR VEHICLE IN TRANSPORT","37013","2018","January","Winter","08","Sunday","Weekend","No Injuries","No Fatalities"
9.97028930323233e-314,2018-01-28 09:14:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","LICKTON PKE & LICKTON PKE PVTDR","WHITES CREEK","NORTH",36.34413,-86.74572,"DITCH","37189","2018","January","Winter","09","Sunday","Weekend","No Injuries","No Fatalities"
9.97028936894306e-314,2018-01-28 10:30:00,2,3,0,NA,"N","HEAD-ON","RAIN","DARK - LIGHTED","DONELSON PKE & DONELSON PKE S ENT RAMP","NASHVILLE","HERMIT",36.12804,-86.66533,"MOTOR VEHICLE IN TRANSPORT","37214","2018","January","Winter","10","Sunday","Weekend","Injuries","No Fatalities"
9.97028968810947e-314,2018-01-28 02:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","HARDING PL & BINKLEY DR","NASHVILLE","MIDTOW",36.07709,-86.73469,"OTHER POST, POLE, SUPP.","37211","2018","January","Winter","02","Sunday","Weekend","No Injuries","No Fatalities"
9.97029736292521e-314,2018-02-01 06:00:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","JEFFERSON ST & 11TH AVN","NASHVILLE","NORTH",36.17192,-86.79681,"MOTOR VEHICLE IN TRANSPORT","37208","2018","February","Winter","06","Thursday","Weekday","No Injuries","No Fatalities"
9.97029742517748e-314,2018-02-02 00:10:00,1,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","ASTER DR & MARIGOLD DR","NASHVILLE","SOUTH",36.08302,-86.71948,"UTILITY POLE","37211","2018","February","Winter","00","Friday","Weekday","Injuries","No Fatalities"
9.97029743407067e-314,2018-02-02 00:09:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","OLD HICKORY BLVD & HEALTH PARK DR","BRENTWOOD","MIDTOW",36.04084,-86.77347,"MOTOR VEHICLE IN TRANSPORT","37027","2018","February","Winter","00","Friday","Weekday","No Injuries","No Fatalities"
9.97029744642231e-314,2018-02-02 00:25:00,2,0,0,NA,"N","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 211 8 I 40","NASHVILLE","HERMIT",36.14935,-86.7474,"MOTOR VEHICLE IN TRANSPORT","37210","2018","February","Winter","00","Friday","Weekday","No Injuries","No Fatalities"
9.97029746025615e-314,2018-02-02 00:24:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","MM 51 5 I 24","NASHVILLE","HERMIT",36.13987,-86.73023,"MOTOR VEHICLE IN TRANSPORT","37210","2018","February","Winter","00","Friday","Weekday","No Injuries","No Fatalities"
9.97029746124428e-314,2018-02-02 00:36:00,3,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","DOUGLAS AV & N 2ND ST","NASHVILLE","EAST",36.19422,-86.77049,"MOTOR VEHICLE IN TRANSPORT","37207","2018","February","Winter","00","Friday","Weekday","No Injuries","No Fatalities"
9.97029748199503e-314,2018-02-02 00:50:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - LIGHTED","MM 3 8 I 440","NASHVILLE","MIDTOW",36.11606,-86.79221,"MOTOR VEHICLE IN TRANSPORT","37212","2018","February","Winter","00","Friday","Weekday","No Injuries","No Fatalities"
9.9702974839713e-314,2018-02-02 00:37:00,1,1,0,NA,"Y","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","NEELYS BEND RD & GALLATIN PKES","MADISON","MADISO",36.25619,-86.71439,"PEDESTRIAN","37115","2018","February","Winter","00","Friday","Weekday","Injuries","No Fatalities"
9.97029751163897e-314,2018-02-02 01:03:00,2,2,0,NA,"N","ANGLE","RAIN","DARK - LIGHTED","TEMPLE RD & HIGHWAY 100","NASHVILLE","WEST",36.04547,-86.95056,"MOTOR VEHICLE IN TRANSPORT","37221","2018","February","Winter","01","Friday","Weekday","Injuries","No Fatalities"
9.97029751213304e-314,2018-02-02 01:00:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","WEST END AV & LOUISE AV","NASHVILLE","MIDTOW",36.14967,-86.80288,"MOTOR VEHICLE IN TRANSPORT","37240","2018","February","Winter","01","Friday","Weekday","No Injuries","No Fatalities"
9.9702979039271e-314,2018-02-02 05:18:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - LIGHTED","CHARLOTTE PKE & EASTBORO DR","NASHVILLE","WEST",36.1481,-86.86758,"GUARDRAIL FACE","37209","2018","February","Winter","05","Friday","Weekday","No Injuries","No Fatalities"
9.97030111041314e-314,2018-02-04 03:13:00,2,0,0,NA,"N","Front to Rear","RAIN","DARK - NOT LIGHTED","HOBSON PKE & PIN HOOK RD","ANTIOCH","SOUTH",36.04926,-86.60001,"MOTOR VEHICLE IN TRANSPORT","37013","2018","February","Winter","03","Sunday","Weekend","No Injuries","No Fatalities"
9.97030115240872e-314,2018-02-04 04:06:00,2,0,0,NA,"Y","SIDESWIPE - SAME DIRECTION","RAIN","DARK - LIGHTED","BRILEY PKWYW & BRILEY PKWYE","NASHVILLE","NORTH",36.23602,-86.70728,"MOTOR VEHICLE IN TRANSPORT","37218","2018","February","Winter","04","Sunday","Weekend","No Injuries","No Fatalities"
9.97030118847551e-314,2018-02-04 05:20:00,2,1,0,NA,"N","ANGLE","RAIN","DARK - NOT LIGHTED","HOBSON PKE & PIN HOOK RD","ANTIOCH","SOUTH",36.04931,-86.6,"MOTOR VEHICLE IN TRANSPORT","37013","2018","February","Winter","05","Sunday","Weekend","Injuries","No Fatalities"
9.97030124134053e-314,2018-02-03 06:00:00,1,0,0,NA,"N","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","RAIN","DARK - NOT LIGHTED","GRANNY WHITE PKE & TRAVELERS RIDGE DR","NASHVILLE","MIDTOW",36.07243,-86.80978,"DITCH;EMBANKMENT EARTH","37220","2018","February","Winter","06","Saturday","Weekend","No Injuries","No Fatalities"
